; CSV, generated by libsigrok4DSL 0.2.0 on Tue Oct 18 11:27:46 2022
; Channels (4/16)
; Sample rate: 20 MHz
; Sample count: 200.512 M Samples
Time(s), CLK, MOSI, CS, DC
3.0516695,0,0,0,1
3.0572226,1,0,0,1
3.05722265,0,0,0,1
3.0572227,1,0,0,1
3.05722275,0,0,0,1
3.0572228,1,0,0,1
3.05722285,0,0,0,1
3.0572229,1,0,0,1
3.05722295,0,0,0,1
3.057223,1,0,0,1
3.05722305,0,0,0,1
3.0572231,1,0,0,1
3.05722315,0,0,0,1
3.0572232,1,0,0,1
3.05722325,0,0,0,1
3.0572233,1,0,0,1
3.05722335,0,0,0,1
3.0627735,1,0,0,1
3.06277355,0,0,0,1
3.0627736,1,0,0,1
3.06277365,0,0,0,1
3.0627737,1,0,0,1
3.06277375,0,0,0,1
3.0627738,1,0,0,1
3.06277385,0,0,0,1
3.0627739,1,0,0,1
3.06277395,0,0,0,1
3.062774,1,0,0,1
3.06277405,0,0,0,1
3.0627741,1,0,0,1
3.06277415,0,0,0,1
3.0627742,1,0,0,1
3.06277425,0,0,0,1
3.06833035,1,0,0,1
3.0683304,0,0,0,1
3.06833045,1,0,0,1
3.0683305,0,0,0,1
3.06833055,1,0,0,1
3.0683306,0,0,0,1
3.06833065,1,0,0,1
3.0683307,0,0,0,1
3.06833075,1,0,0,1
3.0683308,0,0,0,1
3.06833085,1,0,0,1
3.0683309,0,0,0,1
3.06833095,1,0,0,1
3.068331,0,0,0,1
3.06833105,1,0,0,1
3.0683311,0,0,0,1
3.07388125,1,0,0,1
3.0738813,0,0,0,1
3.07388135,1,0,0,1
3.0738814,0,0,0,1
3.07388145,1,0,0,1
3.0738815,0,0,0,1
3.07388155,1,0,0,1
3.0738816,0,0,0,1
3.07388165,1,0,0,1
3.0738817,0,0,0,1
3.07388175,1,0,0,1
3.0738818,0,0,0,1
3.07388185,1,0,0,1
3.0738819,0,0,0,1
3.07388195,1,0,0,1
3.073882,0,0,0,1
3.07943805,1,0,0,1
3.07943885,0,0,0,1
3.084989,1,0,0,1
3.08498905,0,0,0,1
3.0849891,1,0,0,1
3.08498915,0,0,0,1
3.0849892,1,0,0,1
3.08498925,0,0,0,1
3.0849893,1,0,0,1
3.08498935,0,0,0,1
3.0849894,1,0,0,1
3.08498945,0,0,0,1
3.0849895,1,0,0,1
3.08498955,0,0,0,1
3.0849896,1,0,0,1
3.08498965,0,0,0,1
3.0849897,1,0,0,1
3.08498975,0,0,0,1
3.09054575,1,0,0,1
3.0905458,0,0,0,1
3.09054585,1,0,0,1
3.0905459,0,0,0,1
3.09054595,1,0,0,1
3.090546,0,0,0,1
3.09054605,1,0,0,1
3.0905461,0,0,0,1
3.09054615,1,0,0,1
3.0905462,0,0,0,1
3.09054625,1,0,0,1
3.0905463,0,0,0,1
3.09054635,1,0,0,1
3.0905464,0,0,0,1
3.09054645,1,0,0,1
3.0905465,0,0,0,1
3.09609655,1,0,0,1
3.0960966,0,0,0,1
3.09609665,1,0,0,1
3.0960967,0,0,0,1
3.09609675,1,0,0,1
3.0960968,0,0,0,1
3.09609685,1,0,0,1
3.0960969,0,0,0,1
3.09609695,1,0,0,1
3.096097,0,0,0,1
3.09609705,1,0,0,1
3.0960971,0,0,0,1
3.09609715,1,0,0,1
3.0960972,0,0,0,1
3.09609725,1,0,0,1
3.0960973,0,0,0,1
3.10165345,1,0,0,1
3.1016535,0,0,0,1
3.10165355,1,0,0,1
3.1016536,0,0,0,1
3.10165365,1,0,0,1
3.1016537,0,0,0,1
3.10165375,1,0,0,1
3.1016538,0,0,0,1
3.10165385,1,0,0,1
3.1016539,0,0,0,1
3.10165395,1,0,0,1
3.101654,0,0,0,1
3.10165405,1,0,0,1
3.1016541,0,0,0,1
3.10165415,1,0,0,1
3.1016542,0,0,0,1
3.10720725,1,0,0,1
3.1072073,0,0,0,1
3.10720735,1,0,0,1
3.1072074,0,0,0,1
3.10720745,1,0,0,1
3.1072075,0,0,0,1
3.10720755,1,0,0,1
3.1072076,0,0,0,1
3.10720765,1,0,0,1
3.1072077,0,0,0,1
3.10720775,1,0,0,1
3.1072078,0,0,0,1
3.10720785,1,0,0,1
3.1072079,0,0,0,1
3.10720795,1,0,0,1
3.107208,0,0,0,1
3.1127582,1,0,0,1
3.11275825,0,0,0,1
3.1127583,1,0,0,1
3.11275835,0,0,0,1
3.1127584,1,0,0,1
3.11275845,0,0,0,1
3.1127585,1,0,0,1
3.11275855,0,0,0,1
3.1127586,1,0,0,1
3.11275865,0,0,0,1
3.1127587,1,0,0,1
3.11275875,0,0,0,1
3.1127588,1,0,0,1
3.11275885,0,0,0,1
3.1127589,1,0,0,1
3.11275895,0,0,0,1
3.11831495,1,0,0,1
3.118315,0,0,0,1
3.11831505,1,0,0,1
3.1183151,0,0,0,1
3.11831515,1,0,0,1
3.1183152,0,0,0,1
3.11831525,1,0,0,1
3.1183153,0,0,0,1
3.11831535,1,0,0,1
3.1183154,0,0,0,1
3.11831545,1,0,0,1
3.1183155,0,0,0,1
3.11831555,1,0,0,1
3.1183156,0,0,0,1
3.11831565,1,0,0,1
3.1183157,0,0,0,1
3.1238658,1,0,0,1
3.12386585,0,0,0,1
3.1238659,1,0,0,1
3.12386595,0,0,0,1
3.123866,1,0,0,1
3.12386605,0,0,0,1
3.1238661,1,0,0,1
3.12386615,0,0,0,1
3.1238662,1,0,0,1
3.12386625,0,0,0,1
3.1238663,1,0,0,1
3.12386635,0,0,0,1
3.1238664,1,0,0,1
3.12386645,0,0,0,1
3.1238665,1,0,0,1
3.12386655,0,0,0,1
3.12942255,1,0,0,1
3.1294226,0,0,0,1
3.12942265,1,0,0,1
3.1294227,0,0,0,1
3.12942275,1,0,0,1
3.1294228,0,0,0,1
3.12942285,1,0,0,1
3.1294229,0,0,0,1
3.12942295,1,0,0,1
3.129423,0,0,0,1
3.12942305,1,0,0,1
3.1294231,0,0,0,1
3.12942315,1,0,0,1
3.1294232,0,0,0,1
3.12942325,1,0,0,1
3.1294233,0,0,0,1
3.1349735,1,0,0,1
3.13497355,0,0,0,1
3.1349736,1,0,0,1
3.13497365,0,0,0,1
3.1349737,1,0,0,1
3.13497375,0,0,0,1
3.1349738,1,0,0,1
3.13497385,0,0,0,1
3.1349739,1,0,0,1
3.13497395,0,0,0,1
3.134974,1,0,0,1
3.13497405,0,0,0,1
3.1349741,1,0,0,1
3.13497415,0,0,0,1
3.1349742,1,0,0,1
3.13497425,0,0,0,1
3.14053025,1,0,0,1
3.14053105,0,0,0,1
3.14608125,1,0,0,1
3.1460813,0,0,0,1
3.14608135,1,0,0,1
3.1460814,0,0,0,1
3.14608145,1,0,0,1
3.1460815,0,0,0,1
3.14608155,1,0,0,1
3.1460816,0,0,0,1
3.14608165,1,0,0,1
3.1460817,0,0,0,1
3.14608175,1,0,0,1
3.1460818,0,0,0,1
3.14608185,1,0,0,1
3.1460819,0,0,0,1
3.14608195,1,0,0,1
3.146082,0,0,0,1
3.151638,1,0,0,1
3.15163805,0,0,0,1
3.1516381,1,0,0,1
3.15163815,0,0,0,1
3.1516382,1,0,0,1
3.15163825,0,0,0,1
3.1516383,1,0,0,1
3.15163835,0,0,0,1
3.1516384,1,0,0,1
3.15163845,0,0,0,1
3.1516385,1,0,0,1
3.15163855,0,0,0,1
3.1516386,1,0,0,1
3.15163865,0,0,0,1
3.1516387,1,0,0,1
3.15163875,0,0,0,1
3.15719175,1,0,0,1
3.1571918,0,0,0,1
3.15719185,1,0,0,1
3.1571919,0,0,0,1
3.15719195,1,0,0,1
3.157192,0,0,0,1
3.15719205,1,0,0,1
3.1571921,0,0,0,1
3.15719215,1,0,0,1
3.1571922,0,0,0,1
3.15719225,1,0,0,1
3.1571923,0,0,0,1
3.15719235,1,0,0,1
3.1571924,0,0,0,1
3.15719245,1,0,0,1
3.1571925,0,0,0,1
3.16274275,1,0,0,1
3.1627428,0,0,0,1
3.16274285,1,0,0,1
3.1627429,0,0,0,1
3.16274295,1,0,0,1
3.162743,0,0,0,1
3.16274305,1,0,0,1
3.1627431,0,0,0,1
3.16274315,1,0,0,1
3.1627432,0,0,0,1
3.16274325,1,0,0,1
3.1627433,0,0,0,1
3.16274335,1,0,0,1
3.1627434,0,0,0,1
3.16274345,1,0,0,1
3.1627435,0,0,0,1
3.1682995,1,0,0,1
3.16829955,0,0,0,1
3.1682996,1,0,0,1
3.16829965,0,0,0,1
3.1682997,1,0,0,1
3.16829975,0,0,0,1
3.1682998,1,0,0,1
3.16829985,0,0,0,1
3.1682999,1,0,0,1
3.16829995,0,0,0,1
3.1683,1,0,0,1
3.16830005,0,0,0,1
3.1683001,1,0,0,1
3.16830015,0,0,0,1
3.1683002,1,0,0,1
3.16830025,0,0,0,1
3.17385035,1,0,0,1
3.1738504,0,0,0,1
3.17385045,1,0,0,1
3.1738505,0,0,0,1
3.17385055,1,0,0,1
3.1738506,0,0,0,1
3.17385065,1,0,0,1
3.1738507,0,0,0,1
3.17385075,1,0,0,1
3.1738508,0,0,0,1
3.17385085,1,0,0,1
3.1738509,0,0,0,1
3.17385095,1,0,0,1
3.173851,0,0,0,1
3.17385105,1,0,0,1
3.1738511,0,0,0,1
3.17940725,1,0,0,1
3.1794073,0,0,0,1
3.17940735,1,0,0,1
3.1794074,0,0,0,1
3.17940745,1,0,0,1
3.1794075,0,0,0,1
3.17940755,1,0,0,1
3.1794076,0,0,0,1
3.17940765,1,0,0,1
3.1794077,0,0,0,1
3.17940775,1,0,0,1
3.1794078,0,0,0,1
3.17940785,1,0,0,1
3.1794079,0,0,0,1
3.17940795,1,0,0,1
3.179408,0,0,0,1
3.18495805,1,0,0,1
3.1849581,0,0,0,1
3.18495815,1,0,0,1
3.1849582,0,0,0,1
3.18495825,1,0,0,1
3.1849583,0,0,0,1
3.18495835,1,0,0,1
3.1849584,0,0,0,1
3.18495845,1,0,0,1
3.1849585,0,0,0,1
3.18495855,1,0,0,1
3.1849586,0,0,0,1
3.18495865,1,0,0,1
3.1849587,0,0,0,1
3.18495875,1,0,0,1
3.1849588,0,0,0,1
3.1905148,1,0,0,1
3.19051485,0,0,0,1
3.1905149,1,0,0,1
3.19051495,0,0,0,1
3.190515,1,0,0,1
3.19051505,0,0,0,1
3.1905151,1,0,0,1
3.19051515,0,0,0,1
3.1905152,1,0,0,1
3.19051525,0,0,0,1
3.1905153,1,0,0,1
3.19051535,0,0,0,1
3.1905154,1,0,0,1
3.19051545,0,0,0,1
3.1905155,1,0,0,1
3.19051555,0,0,0,1
3.1960658,1,0,0,1
3.19606585,0,0,0,1
3.1960659,1,0,0,1
3.19606595,0,0,0,1
3.196066,1,0,0,1
3.19606605,0,0,0,1
3.1960661,1,0,0,1
3.19606615,0,0,0,1
3.1960662,1,0,0,1
3.19606625,0,0,0,1
3.1960663,1,0,0,1
3.19606635,0,0,0,1
3.1960664,1,0,0,1
3.19606645,0,0,0,1
3.1960665,1,0,0,1
3.19606655,0,0,0,1
3.20162255,1,0,0,1
3.2016226,0,0,0,1
3.20162265,1,0,0,1
3.2016227,0,0,0,1
3.20162275,1,0,0,1
3.2016228,0,0,0,1
3.20162285,1,0,0,1
3.2016229,0,0,0,1
3.20162295,1,0,0,1
3.201623,0,0,0,1
3.20162305,1,0,0,1
3.2016231,0,0,0,1
3.20162315,1,0,0,1
3.2016232,0,0,0,1
3.20162325,1,0,0,1
3.2016233,0,0,0,1
3.2071734,1,0,0,1
3.20717345,0,0,0,1
3.2071735,1,0,0,1
3.20717355,0,0,0,1
3.2071736,1,0,0,1
3.20717365,0,0,0,1
3.2071737,1,0,0,1
3.20717375,0,0,0,1
3.2071738,1,0,0,1
3.20717385,0,0,0,1
3.2071739,1,0,0,1
3.20717395,0,0,0,1
3.207174,1,0,0,1
3.20717405,0,0,0,1
3.2071741,1,0,0,1
3.20717415,0,0,0,1
3.2127303,1,0,0,1
3.21273035,0,0,0,1
3.2127304,1,0,0,1
3.21273045,0,0,0,1
3.2127305,1,0,0,1
3.21273055,0,0,0,1
3.2127306,1,0,0,1
3.21273065,0,0,0,1
3.2127307,1,0,0,1
3.21273075,0,0,0,1
3.2127308,1,0,0,1
3.21273085,0,0,0,1
3.2127309,1,0,0,1
3.21273095,0,0,0,1
3.212731,1,0,0,1
3.21273105,0,0,0,1
3.21828405,1,0,0,1
3.2182841,0,0,0,1
3.21828415,1,0,0,1
3.2182842,0,0,0,1
3.21828425,1,0,0,1
3.2182843,0,0,0,1
3.21828435,1,0,0,1
3.2182844,0,0,0,1
3.21828445,1,0,0,1
3.2182845,0,0,0,1
3.21828455,1,0,0,1
3.2182846,0,0,0,1
3.21828465,1,0,0,1
3.2182847,0,0,0,1
3.21828475,1,0,0,1
3.2182848,0,0,0,1
3.22383505,1,0,0,1
3.2238351,0,0,0,1
3.22383515,1,0,0,1
3.2238352,0,0,0,1
3.22383525,1,0,0,1
3.2238353,0,0,0,1
3.22383535,1,0,0,1
3.2238354,0,0,0,1
3.22383545,1,0,0,1
3.2238355,0,0,0,1
3.22383555,1,0,0,1
3.2238356,0,0,0,1
3.22383565,1,0,0,1
3.2238357,0,0,0,1
3.22383575,1,0,0,1
3.2238358,0,0,0,1
3.2293918,1,0,0,1
3.22939185,0,0,0,1
3.2293919,1,0,0,1
3.22939195,0,0,0,1
3.229392,1,0,0,1
3.22939205,0,0,0,1
3.2293921,1,0,0,1
3.22939215,0,0,0,1
3.2293922,1,0,0,1
3.22939225,0,0,0,1
3.2293923,1,0,0,1
3.22939235,0,0,0,1
3.2293924,1,0,0,1
3.22939245,0,0,0,1
3.2293925,1,0,0,1
3.22939255,0,0,0,1
3.2349426,1,0,0,1
3.23494265,0,0,0,1
3.2349427,1,0,0,1
3.23494275,0,0,0,1
3.2349428,1,0,0,1
3.23494285,0,0,0,1
3.2349429,1,0,0,1
3.23494295,0,0,0,1
3.234943,1,0,0,1
3.23494305,0,0,0,1
3.2349431,1,0,0,1
3.23494315,0,0,0,1
3.2349432,1,0,0,1
3.23494325,0,0,0,1
3.2349433,1,0,0,1
3.23494335,0,0,0,1
3.24049935,1,0,0,1
3.2404994,0,0,0,1
3.24049945,1,0,0,1
3.2404995,0,0,0,1
3.24049955,1,0,0,1
3.2404996,0,0,0,1
3.24049965,1,0,0,1
3.2404997,0,0,0,1
3.24049975,1,0,0,1
3.2404998,0,0,0,1
3.24049985,1,0,0,1
3.2404999,0,0,0,1
3.24049995,1,0,0,1
3.2405,0,0,0,1
3.24050005,1,0,0,1
3.2405001,0,0,0,1
3.24605035,1,0,0,1
3.2460504,0,0,0,1
3.24605045,1,0,0,1
3.2460505,0,0,0,1
3.24605055,1,0,0,1
3.2460506,0,0,0,1
3.24605065,1,0,0,1
3.2460507,0,0,0,1
3.24605075,1,0,0,1
3.2460508,0,0,0,1
3.24605085,1,0,0,1
3.2460509,0,0,0,1
3.24605095,1,0,0,1
3.246051,0,0,0,1
3.24605105,1,0,0,1
3.2460511,0,0,0,1
3.2516071,1,0,0,1
3.25160715,0,0,0,1
3.2516072,1,0,0,1
3.25160725,0,0,0,1
3.2516073,1,0,0,1
3.25160735,0,0,0,1
3.2516074,1,0,0,1
3.25160745,0,0,0,1
3.2516075,1,0,0,1
3.25160755,0,0,0,1
3.2516076,1,0,0,1
3.25160765,0,0,0,1
3.2516077,1,0,0,1
3.25160775,0,0,0,1
3.2516078,1,0,0,1
3.25160785,0,0,0,1
3.25715805,1,0,0,1
3.2571581,0,0,0,1
3.25715815,1,0,0,1
3.2571582,0,0,0,1
3.25715825,1,0,0,1
3.2571583,0,0,0,1
3.25715835,1,0,0,1
3.2571584,0,0,0,1
3.25715845,1,0,0,1
3.2571585,0,0,0,1
3.25715855,1,0,0,1
3.2571586,0,0,0,1
3.25715865,1,0,0,1
3.2571587,0,0,0,1
3.25715875,1,0,0,1
3.2571588,0,0,0,1
3.26271485,1,0,0,1
3.2627149,0,0,0,1
3.26271495,1,0,0,1
3.262715,0,0,0,1
3.26271505,1,0,0,1
3.2627151,0,0,0,1
3.26271515,1,0,0,1
3.2627152,0,0,0,1
3.26271525,1,0,0,1
3.2627153,0,0,0,1
3.26271535,1,0,0,1
3.2627154,0,0,0,1
3.26271545,1,0,0,1
3.2627155,0,0,0,1
3.26271555,1,0,0,1
3.2627156,0,0,0,1
3.2682686,1,0,0,1
3.26826865,0,0,0,1
3.2682687,1,0,0,1
3.26826875,0,0,0,1
3.2682688,1,0,0,1
3.26826885,0,0,0,1
3.2682689,1,0,0,1
3.26826895,0,0,0,1
3.268269,1,0,0,1
3.26826905,0,0,0,1
3.2682691,1,0,0,1
3.26826915,0,0,0,1
3.2682692,1,0,0,1
3.26826925,0,0,0,1
3.2682693,1,0,0,1
3.26826935,0,0,0,1
3.27381955,1,0,0,1
3.2738196,0,0,0,1
3.27381965,1,0,0,1
3.2738197,0,0,0,1
3.27381975,1,0,0,1
3.2738198,0,0,0,1
3.27381985,1,0,0,1
3.2738199,0,0,0,1
3.27381995,1,0,0,1
3.27382,0,0,0,1
3.27382005,1,0,0,1
3.2738201,0,0,0,1
3.27382015,1,0,0,1
3.2738202,0,0,0,1
3.27382025,1,0,0,1
3.2738203,0,0,0,1
3.2793763,1,0,0,1
3.2793771,0,0,0,1
3.29568235,0,0,1,1
3.2956824,0,0,0,1
3.2956848,0,0,1,1
3.2957019,0,0,0,1
3.29570485,0,0,0,0
3.29984025,1,0,0,0
3.2998403,0,1,0,0
3.29984035,1,1,0,0
3.2998404,0,0,0,0
3.29984045,1,0,0,0
3.2998405,0,0,0,0
3.29984055,1,0,0,0
3.2998406,0,0,0,0
3.29984065,1,0,0,0
3.2998407,0,0,0,0
3.29984075,1,0,0,0
3.2998408,0,0,0,0
3.29984085,1,0,0,0
3.2998409,0,0,0,0
3.29984095,1,0,0,0
3.299841,0,0,0,0
3.3092125,1,0,0,0
3.30921255,0,0,0,0
3.3092126,1,0,0,0
3.30921265,0,0,0,0
3.3092127,1,0,0,0
3.30921275,0,1,0,0
3.3092128,1,1,0,0
3.30921285,0,0,0,0
3.3092129,1,0,0,0
3.30921295,0,0,0,0
3.309213,1,0,0,0
3.30921305,0,0,0,0
3.3092131,1,0,0,0
3.30921315,0,0,0,0
3.3092132,1,0,0,0
3.30921325,0,0,0,0
3.3185845,1,0,0,0
3.31858455,0,0,0,0
3.3185846,1,0,0,0
3.31858465,0,0,0,0
3.3185847,1,0,0,0
3.31858475,0,0,0,0
3.3185848,1,0,0,0
3.31858485,0,0,0,0
3.3185849,1,0,0,0
3.31858495,0,0,0,0
3.318585,1,0,0,0
3.31858505,0,0,0,0
3.3185851,1,0,0,0
3.31858515,0,0,0,0
3.3185852,1,0,0,0
3.31858525,0,0,0,0
3.32795655,0,1,0,0
3.3279566,1,1,0,0
3.32795665,0,0,0,0
3.3279567,1,0,0,0
3.32795675,0,1,0,0
3.3279568,1,1,0,0
3.32795685,0,1,0,0
3.3279569,1,1,0,0
3.32795695,0,0,0,0
3.327957,1,0,0,0
3.32795705,0,0,0,0
3.3279571,1,0,0,0
3.32795715,0,1,0,0
3.3279572,1,1,0,0
3.32795725,0,1,0,0
3.3279573,1,1,0,0
3.32795735,0,0,0,0
3.33317035,0,0,0,1
3.33732875,1,0,0,1
3.3373288,0,0,0,1
3.33732885,1,0,0,1
3.3373289,0,0,0,1
3.33732895,1,0,0,1
3.337329,0,0,0,1
3.33732905,1,0,0,1
3.3373291,0,0,0,1
3.33732915,1,0,0,1
3.3373292,0,0,0,1
3.33732925,1,0,0,1
3.3373293,0,0,0,1
3.33732935,1,0,0,1
3.3373294,0,0,0,1
3.33732945,1,0,0,1
3.3373295,0,0,0,1
3.33733145,1,0,0,1
3.3373315,0,0,0,1
3.33733155,1,0,0,1
3.3373316,0,0,0,1
3.33733165,1,0,0,1
3.3373317,0,0,0,1
3.33733175,1,0,0,1
3.3373318,0,0,0,1
3.33733185,1,0,0,1
3.3373319,0,0,0,1
3.33733195,1,0,0,1
3.337332,0,0,0,1
3.33733205,1,0,0,1
3.3373321,0,0,0,1
3.33733215,1,0,0,1
3.3373322,0,0,0,1
3.33733425,1,0,0,1
3.3373343,0,0,0,1
3.33733435,1,0,0,1
3.3373344,0,0,0,1
3.33733445,1,0,0,1
3.3373345,0,0,0,1
3.33733455,1,0,0,1
3.3373346,0,0,0,1
3.33733465,1,0,0,1
3.3373347,0,0,0,1
3.33733475,1,0,0,1
3.3373348,0,0,0,1
3.33733485,1,0,0,1
3.3373349,0,0,0,1
3.33733495,1,0,0,1
3.337335,0,0,0,1
3.33733705,1,0,0,1
3.3373371,0,0,0,1
3.33733715,1,0,0,1
3.3373372,0,0,0,1
3.33733725,1,0,0,1
3.3373373,0,0,0,1
3.33733735,1,0,0,1
3.3373374,0,0,0,1
3.33733745,1,0,0,1
3.3373375,0,0,0,1
3.33733755,1,0,0,1
3.3373376,0,0,0,1
3.33733765,1,0,0,1
3.3373377,0,0,0,1
3.33733775,1,0,0,1
3.3373378,0,0,0,1
3.33733985,1,0,0,1
3.3373399,0,0,0,1
3.33733995,1,0,0,1
3.33734,0,0,0,1
3.33734005,1,0,0,1
3.3373401,0,0,0,1
3.33734015,1,0,0,1
3.3373402,0,0,0,1
3.33734025,1,0,0,1
3.3373403,0,0,0,1
3.33734035,1,0,0,1
3.3373404,0,0,0,1
3.33734045,1,0,0,1
3.3373405,0,0,0,1
3.33734055,1,0,0,1
3.3373406,0,0,0,1
3.33734265,1,0,0,1
3.3373427,0,0,0,1
3.33734275,1,0,0,1
3.3373428,0,0,0,1
3.33734285,1,0,0,1
3.3373429,0,0,0,1
3.33734295,1,0,0,1
3.337343,0,0,0,1
3.33734305,1,0,0,1
3.3373431,0,0,0,1
3.33734315,1,0,0,1
3.3373432,0,0,0,1
3.33734325,1,0,0,1
3.3373433,0,0,0,1
3.33734335,1,0,0,1
3.3373434,0,0,0,1
3.3428954,1,0,0,1
3.34289545,0,0,0,1
3.3428955,1,0,0,1
3.34289555,0,0,0,1
3.3428956,1,0,0,1
3.34289565,0,0,0,1
3.3428957,1,0,0,1
3.34289575,0,0,0,1
3.3428958,1,0,0,1
3.34289585,0,0,0,1
3.3428959,1,0,0,1
3.34289595,0,0,0,1
3.342896,1,0,0,1
3.34289605,0,0,0,1
3.3428961,1,0,0,1
3.34289615,0,0,0,1
3.34845215,1,0,0,1
3.3484522,0,0,0,1
3.34845225,1,0,0,1
3.3484523,0,0,0,1
3.34845235,1,0,0,1
3.3484524,0,0,0,1
3.34845245,1,0,0,1
3.3484525,0,0,0,1
3.34845255,1,0,0,1
3.3484526,0,0,0,1
3.34845265,1,0,0,1
3.3484527,0,0,0,1
3.34845275,1,0,0,1
3.3484528,0,0,0,1
3.34845285,1,0,0,1
3.3484529,0,0,0,1
3.35400315,1,0,0,1
3.3540032,0,0,0,1
3.35400325,1,0,0,1
3.3540033,0,0,0,1
3.35400335,1,0,0,1
3.3540034,0,0,0,1
3.35400345,1,0,0,1
3.3540035,0,0,0,1
3.35400355,1,0,0,1
3.3540036,0,0,0,1
3.35400365,1,0,0,1
3.3540037,0,0,0,1
3.35400375,1,0,0,1
3.3540038,0,0,0,1
3.35400385,1,0,0,1
3.3540039,0,0,0,1
3.3595599,1,0,0,1
3.35955995,0,0,0,1
3.35956,1,0,0,1
3.35956005,0,0,0,1
3.3595601,1,0,0,1
3.35956015,0,0,0,1
3.3595602,1,0,0,1
3.35956025,0,0,0,1
3.3595603,1,0,0,1
3.35956035,0,0,0,1
3.3595604,1,0,0,1
3.35956045,0,0,0,1
3.3595605,1,0,0,1
3.35956055,0,0,0,1
3.3595606,1,0,0,1
3.35956065,0,0,0,1
3.36511075,1,0,0,1
3.3651108,0,0,0,1
3.36511085,1,0,0,1
3.3651109,0,0,0,1
3.36511095,1,0,0,1
3.365111,0,0,0,1
3.36511105,1,0,0,1
3.3651111,0,0,0,1
3.36511115,1,0,0,1
3.3651112,0,0,0,1
3.36511125,1,0,0,1
3.3651113,0,0,0,1
3.36511135,1,0,0,1
3.3651114,0,0,0,1
3.36511145,1,0,0,1
3.3651115,0,0,0,1
3.37066765,1,0,0,1
3.3706677,0,0,0,1
3.37066775,1,0,0,1
3.3706678,0,0,0,1
3.37066785,1,0,0,1
3.3706679,0,0,0,1
3.37066795,1,0,0,1
3.370668,0,0,0,1
3.37066805,1,0,0,1
3.3706681,0,0,0,1
3.37066815,1,0,0,1
3.3706682,0,0,0,1
3.37066825,1,0,0,1
3.3706683,0,0,0,1
3.37066835,1,0,0,1
3.3706684,0,0,0,1
3.3762214,1,0,0,1
3.37622145,0,0,0,1
3.3762215,1,0,0,1
3.37622155,0,0,0,1
3.3762216,1,0,0,1
3.37622165,0,0,0,1
3.3762217,1,0,0,1
3.37622175,0,0,0,1
3.3762218,1,0,0,1
3.37622185,0,0,0,1
3.3762219,1,0,0,1
3.37622195,0,0,0,1
3.376222,1,0,0,1
3.37622205,0,0,0,1
3.3762221,1,0,0,1
3.37622215,0,0,0,1
3.3817724,1,0,0,1
3.38177245,0,0,0,1
3.3817725,1,0,0,1
3.38177255,0,0,0,1
3.3817726,1,0,0,1
3.38177265,0,0,0,1
3.3817727,1,0,0,1
3.38177275,0,0,0,1
3.3817728,1,0,0,1
3.38177285,0,0,0,1
3.3817729,1,0,0,1
3.38177295,0,0,0,1
3.381773,1,0,0,1
3.38177305,0,0,0,1
3.3817731,1,0,0,1
3.38177315,0,0,0,1
3.38732915,1,0,0,1
3.3873292,0,0,0,1
3.38732925,1,0,0,1
3.3873293,0,0,0,1
3.38732935,1,0,0,1
3.3873294,0,0,0,1
3.38732945,1,0,0,1
3.3873295,0,0,0,1
3.38732955,1,0,0,1
3.3873296,0,0,0,1
3.38732965,1,0,0,1
3.3873297,0,0,0,1
3.38732975,1,0,0,1
3.3873298,0,0,0,1
3.38732985,1,0,0,1
3.3873299,0,0,0,1
3.39287995,1,0,0,1
3.39288,0,0,0,1
3.39288005,1,0,0,1
3.3928801,0,0,0,1
3.39288015,1,0,0,1
3.3928802,0,0,0,1
3.39288025,1,0,0,1
3.3928803,0,0,0,1
3.39288035,1,0,0,1
3.3928804,0,0,0,1
3.39288045,1,0,0,1
3.3928805,0,0,0,1
3.39288055,1,0,0,1
3.3928806,0,0,0,1
3.39288065,1,0,0,1
3.3928807,0,0,0,1
3.3984367,1,0,0,1
3.39843675,0,0,0,1
3.3984368,1,0,0,1
3.39843685,0,0,0,1
3.3984369,1,0,0,1
3.39843695,0,0,0,1
3.398437,1,0,0,1
3.39843705,0,0,0,1
3.3984371,1,0,0,1
3.39843715,0,0,0,1
3.3984372,1,0,0,1
3.39843725,0,0,0,1
3.3984373,1,0,0,1
3.39843735,0,0,0,1
3.3984374,1,0,0,1
3.39843745,0,0,0,1
3.4039877,1,0,0,1
3.40398775,0,0,0,1
3.4039878,1,0,0,1
3.40398785,0,0,0,1
3.4039879,1,0,0,1
3.40398795,0,0,0,1
3.403988,1,0,0,1
3.40398805,0,0,0,1
3.4039881,1,0,0,1
3.40398815,0,0,0,1
3.4039882,1,0,0,1
3.40398825,0,0,0,1
3.4039883,1,0,0,1
3.40398835,0,0,0,1
3.4039884,1,0,0,1
3.40398845,0,0,0,1
3.40954445,1,0,0,1
3.4095445,0,0,0,1
3.40954455,1,0,0,1
3.4095446,0,0,0,1
3.40954465,1,0,0,1
3.4095447,0,0,0,1
3.40954475,1,0,0,1
3.4095448,0,0,0,1
3.40954485,1,0,0,1
3.4095449,0,0,0,1
3.40954495,1,0,0,1
3.409545,0,0,0,1
3.40954505,1,0,0,1
3.4095451,0,0,0,1
3.40954515,1,0,0,1
3.4095452,0,0,0,1
3.41509545,1,0,0,1
3.4150955,0,0,0,1
3.41509555,1,0,0,1
3.4150956,0,0,0,1
3.41509565,1,0,0,1
3.4150957,0,0,0,1
